"","Date","Time","Type","sample_id","condition","temp","aggregate","leachate","1:F","alpha","ETRm","Ik","days_of_exposure","treatment"
"137","24-07-21",13:04:37,"REG2","A2L",1,"ambient",2,"low","#1: alpha: 0.096, ETRm: 67.211, Ik: 697.267   (Jassby and Platt 1976)",0.096,67.211,697.267,3,"ambient_low"
"138","24-07-21",13:09:21,"REG2","A5L",1,"ambient",5,"low","#1: alpha: 0.088, ETRm: 69.777, Ik: 792.631   (Jassby and Platt 1976)",0.088,69.777,792.631,3,"ambient_low"
"139","24-07-21",13:14:16,"REG2","A8L",1,"ambient",8,"low","#1: alpha: 0.102, ETRm: 57.475, Ik: 562.886   (Jassby and Platt 1976)",0.102,57.475,562.886,3,"ambient_low"
"140","24-07-21",13:18:12,"REG2","A10H",1,"ambient",10,"high","#1: alpha: 0.115, ETRm: 56.215, Ik: 488.321   (Jassby and Platt 1976)",0.115,56.215,488.321,3,"ambient_high"
"141","24-07-21",13:22:27,"REG2","A8H",1,"ambient",8,"high","#1: alpha: 0.075, ETRm: 55.741, Ik: 746.890   (Jassby and Platt 1976)",0.075,55.741,746.89,3,"ambient_high"
"142","24-07-21",13:27:19,"REG2","H2H",1,"hot",2,"high","#1: alpha: 0.151, ETRm: 107.476, Ik: 712.772   (Jassby and Platt 1976)",0.151,107.476,712.772,3,"hot_high"
"143","24-07-21",13:32:02,"REG2","H7H",1,"hot",7,"high","#1: alpha: 0.142, ETRm: 49.989, Ik: 351.006   (Jassby and Platt 1976)",0.142,49.989,351.006,3,"hot_high"
"144","24-07-21",13:43:21,"REG2","H3L",1,"hot",3,"low","#1: alpha: 0.168, ETRm: 62.778, Ik: 372.836   (Jassby and Platt 1976)",0.168,62.778,372.836,3,"hot_low"
"145","24-07-21",13:47:16,"REG2","H5L",1,"hot",5,"low","#1: alpha: 0.166, ETRm: 65.215, Ik: 392.945   (Jassby and Platt 1976)",0.166,65.215,392.945,3,"hot_low"
"146","24-07-21",14:01:36,"REG2","H1C",3,"hot",1,"control","#1: alpha: 0.111, ETRm: 71.133, Ik: 643.054   (Jassby and Platt 1976)",0.111,71.133,643.054,3,"hot_control"
"147","24-07-21",14:05:25,"REG2","H2C",1,"hot",2,"control","#1: alpha: 0.147, ETRm: 83.869, Ik: 570.609   (Jassby and Platt 1976)",0.147,83.869,570.609,3,"hot_control"
"148","24-07-21",15:12:57,"REG2","A3C",1,"ambient",3,"control","#1: alpha: 0.115, ETRm: 89.346, Ik: 776.768   (Jassby and Platt 1976)",0.115,89.346,776.768,3,"ambient_control"
"149","24-07-21",15:21:15,"REG2","A7L",1,"ambient",7,"low","#1: alpha: 0.123, ETRm: 78.220, Ik: 635.540   (Jassby and Platt 1976)",0.123,78.22,635.54,3,"ambient_low"
"150","24-07-21",15:27:02,"REG2","A1L",1,"ambient",1,"low","#1: alpha: 0.115, ETRm: 57.131, Ik: 495.705   (Jassby and Platt 1976)",0.115,57.131,495.705,3,"ambient_low"
"151","24-07-21",15:30:57,"REG2","A5H",1,"ambient",5,"high","#1: alpha: 0.135, ETRm: 35.045, Ik: 260.304   (Jassby and Platt 1976)",0.135,35.045,260.304,3,"ambient_high"
"152","24-07-21",15:34:46,"REG2","A7H",1,"ambient",7,"high","#1: alpha: 0.166, ETRm: 38.448, Ik: 231.950   (Jassby and Platt 1976)",0.166,38.448,231.95,3,"ambient_high"
"153","24-07-21",15:38:43,"REG2","H5H",1,"hot",5,"high","#1: alpha: 0.158, ETRm: 56.659, Ik: 359.270   (Jassby and Platt 1976)",0.158,56.659,359.27,3,"hot_high"
"154","24-07-21",15:43:37,"REG2","H8H",2,"hot",8,"high","#1: alpha: 0.155, ETRm: 69.140, Ik: 444.876   (Jassby and Platt 1976)",0.155,69.14,444.876,3,"hot_high"
"155","24-07-21",15:47:31,"REG2","H10L",1,"hot",10,"low","#1: alpha: 0.125, ETRm: 74.589, Ik: 597.174   (Jassby and Platt 1976)",0.125,74.589,597.174,3,"hot_low"
"156","24-07-21",15:51:22,"REG2","H9L",1,"hot",9,"low","#1: alpha: 0.148, ETRm: 85.657, Ik: 577.764   (Jassby and Platt 1976)",0.148,85.657,577.764,3,"hot_low"
"157","24-07-21",15:55:49,"REG2","H8C",3,"hot",8,"control","#1: alpha: 0.146, ETRm: 63.492, Ik: 434.985   (Jassby and Platt 1976)",0.146,63.492,434.985,3,"hot_control"
"158","24-07-21",15:59:43,"REG2","H3C",1,"hot",3,"control","#1: alpha: 0.139, ETRm: 65.996, Ik: 473.681   (Jassby and Platt 1976)",0.139,65.996,473.681,3,"hot_control"
"159","24-07-21",16:03:45,"REG2","A10C",1,"ambient",10,"control","#1: alpha: 0.101, ETRm: 41.635, Ik: 412.960   (Jassby and Platt 1976)",0.101,41.635,412.96,3,"ambient_control"
"160","24-07-21",16:07:27,"REG2","A7C",1,"ambient",7,"control","#1: alpha: 0.124, ETRm: 37.309, Ik: 300.754   (Jassby and Platt 1976)",0.124,37.309,300.754,3,"ambient_control"
"161","24-07-21",16:11:31,"REG2","A9L",1,"ambient",9,"low","#1: alpha: 0.113, ETRm: 32.005, Ik: 283.558   (Jassby and Platt 1976)",0.113,32.005,283.558,3,"ambient_low"
"162","24-07-21",16:15:14,"REG2","A3L",1,"ambient",3,"low","#1: alpha: 0.132, ETRm: 61.734, Ik: 467.998   (Jassby and Platt 1976)",0.132,61.734,467.998,3,"ambient_low"
"163","24-07-21",16:18:53,"REG2","A9H",1,"ambient",9,"high","#1: alpha: 0.098, ETRm: 38.498, Ik: 394.758   (Jassby and Platt 1976)",0.098,38.498,394.758,3,"ambient_high"
"164","24-07-21",16:23:12,"REG2","A3H",1,"ambient",3,"high","#1: alpha: 0.110, ETRm: 45.792, Ik: 414.484   (Jassby and Platt 1976)",0.11,45.792,414.484,3,"ambient_high"
"165","24-07-21",16:31:09,"REG2","H10H",1,"hot",10,"high","#1: alpha: 0.150, ETRm: 118.190, Ik: 785.644   (Jassby and Platt 1976)",0.15,118.19,785.644,3,"hot_high"
"166","24-07-21",16:35:28,"REG2","H8L",2,"hot",8,"low","#1: alpha: 0.152, ETRm: 58.273, Ik: 383.746   (Jassby and Platt 1976)",0.152,58.273,383.746,3,"hot_low"
"167","24-07-21",16:39:25,"REG2","H6L",1,"hot",6,"low","#1: alpha: 0.118, ETRm: 75.478, Ik: 641.304   (Jassby and Platt 1976)",0.118,75.478,641.304,3,"hot_low"
"168","24-07-21",16:43:34,"REG2","H1H",1,"hot",1,"high","#1: alpha: 0.156, ETRm: 75.917, Ik: 485.473   (Jassby and Platt 1976)",0.156,75.917,485.473,3,"hot_high"
"169","24-07-21",16:48:04,"REG2","H7C",2,"hot",7,"control","#1: alpha: 0.178, ETRm: 117.163, Ik: 657.501   (Jassby and Platt 1976)",0.178,117.163,657.501,3,"hot_control"
"170","24-07-21",16:57:45,"REG2","A8C",1,"ambient",8,"control","#1: alpha: 0.128, ETRm: 36.703, Ik: 287.513   (Jassby and Platt 1976)",0.128,36.703,287.513,3,"ambient_control"
"171","24-07-21",17:01:36,"REG2","A6C",1,"ambient",6,"control","#1: alpha: 0.132, ETRm: 35.577, Ik: 268.757   (Jassby and Platt 1976)",0.132,35.577,268.757,3,"ambient_control"
"172","24-07-21",17:05:21,"REG2","A6L",1,"ambient",6,"low","#1: alpha: 0.144, ETRm: 43.260, Ik: 300.251   (Jassby and Platt 1976)",0.144,43.26,300.251,3,"ambient_low"
"173","24-07-21",17:09:09,"REG2","A2L",1,"ambient",2,"low","#1: alpha: 0.123, ETRm: 46.867, Ik: 382.366   (Jassby and Platt 1976)",0.123,46.867,382.366,3,"ambient_low"
"174","24-07-21",17:12:47,"REG2","A1H",1,"ambient",1,"high","#1: alpha: 0.111, ETRm: 56.707, Ik: 509.273   (Jassby and Platt 1976)",0.111,56.707,509.273,3,"ambient_high"
"175","24-07-21",17:20:34,"REG2","A6H",1,"ambient",6,"high","#1: alpha: 0.139, ETRm: 72.308, Ik: 521.328   (Jassby and Platt 1976)",0.139,72.308,521.328,3,"ambient_high"
"176","24-07-22",10:06:18,"REG2","A1H",1,"ambient",1,"high","#1: alpha: 0.116, ETRm: 42.665, Ik: 369.000   (Jassby and Platt 1976)",0.116,42.665,369,4,"ambient_high"
"177","24-07-22",10:10:54,"REG2","A6H",1,"ambient",6,"high","#1: alpha: 0.147, ETRm: 43.515, Ik: 295.416   (Jassby and Platt 1976)",0.147,43.515,295.416,4,"ambient_high"
"178","24-07-22",10:18:06,"REG2","A6L",1,"ambient",6,"low","#1: alpha: 0.129, ETRm: 69.684, Ik: 539.207   (Jassby and Platt 1976)",0.129,69.684,539.207,4,"ambient_low"
"179","24-07-22",10:22:04,"REG2","A2L",1,"ambient",2,"low","#1: alpha: 0.126, ETRm: 50.650, Ik: 402.965   (Jassby and Platt 1976)",0.126,50.65,402.965,4,"ambient_low"
"180","24-07-22",10:26:30,"REG2","A6C",1,"ambient",6,"control","#1: alpha: 0.131, ETRm: 64.952, Ik: 495.109   (Jassby and Platt 1976)",0.131,64.952,495.109,4,"ambient_control"
"181","24-07-22",10:30:12,"REG2","A8C",1,"ambient",8,"control","#1: alpha: 0.107, ETRm: 32.659, Ik: 304.028   (Jassby and Platt 1976)",0.107,32.659,304.028,4,"ambient_control"
"182","24-07-22",10:34:44,"REG2","H4C",1,"hot",4,"control","#1: alpha: 0.157, ETRm: 87.223, Ik: 554.655   (Jassby and Platt 1976)",0.157,87.223,554.655,4,"hot_control"
"183","24-07-22",10:39:20,"REG2","H7C",1,"hot",7,"control","#1: alpha: 0.171, ETRm: 117.751, Ik: 688.190   (Jassby and Platt 1976)",0.171,117.751,688.19,4,"hot_control"
"184","24-07-22",10:43:30,"REG2","H6L",1,"hot",6,"low","#1: alpha: 0.138, ETRm: 75.794, Ik: 550.446   (Jassby and Platt 1976)",0.138,75.794,550.446,4,"hot_low"
"185","24-07-22",10:47:26,"REG2","H8L",1,"hot",8,"low","#1: alpha: 0.154, ETRm: 73.649, Ik: 478.457   (Jassby and Platt 1976)",0.154,73.649,478.457,4,"hot_low"
"186","24-07-22",10:52:48,"REG2","H10H",1,"hot",10,"high","#1: alpha: 0.136, ETRm: 102.165, Ik: 752.974   (Jassby and Platt 1976)",0.136,102.165,752.974,4,"hot_high"
"187","24-07-22",10:57:30,"REG2","H1H",1,"hot",1,"high","#1: alpha: 0.160, ETRm: 78.499, Ik: 490.787   (Jassby and Platt 1976)",0.16,78.499,490.787,4,"hot_high"
"188","24-07-22",11:01:32,"REG2","A3H",1,"ambient",3,"high","#1: alpha: 0.154, ETRm: 76.549, Ik: 496.089   (Jassby and Platt 1976)",0.154,76.549,496.089,4,"ambient_high"
"189","24-07-22",11:05:55,"REG2","A9H",1,"ambient",9,"high","#1: alpha: 0.110, ETRm: 36.100, Ik: 326.906   (Jassby and Platt 1976)",0.11,36.1,326.906,4,"ambient_high"
"190","24-07-22",11:11:01,"REG2","A3L",1,"ambient",3,"low","#1: alpha: 0.113, ETRm: 51.951, Ik: 461.421   (Jassby and Platt 1976)",0.113,51.951,461.421,4,"ambient_low"
"191","24-07-22",11:15:33,"REG2","A9L",1,"ambient",9,"low","#1: alpha: 0.089, ETRm: 41.587, Ik: 465.827   (Jassby and Platt 1976)",0.089,41.587,465.827,4,"ambient_low"
"192","24-07-22",11:19:42,"REG2","A7C",1,"ambient",7,"control","#1: alpha: 0.104, ETRm: 40.614, Ik: 389.421   (Jassby and Platt 1976)",0.104,40.614,389.421,4,"ambient_control"
"193","24-07-22",11:23:37,"REG2","A10C",1,"ambient",10,"control","#1: alpha: 0.113, ETRm: 56.766, Ik: 500.837   (Jassby and Platt 1976)",0.113,56.766,500.837,4,"ambient_control"
"194","24-07-22",11:27:53,"REG2","H3C",2,"hot",3,"control","#1: alpha: 0.129, ETRm: 67.831, Ik: 525.976   (Jassby and Platt 1976)",0.129,67.831,525.976,4,"hot_control"
"195","24-07-22",11:31:59,"REG2","H8C",1,"hot",8,"control","#1: alpha: 0.131, ETRm: 84.746, Ik: 644.565   (Jassby and Platt 1976)",0.131,84.746,644.565,4,"hot_control"
"196","24-07-22",11:35:43,"REG2","H9L",1,"hot",9,"low","#1: alpha: 0.142, ETRm: 91.490, Ik: 644.055   (Jassby and Platt 1976)",0.142,91.49,644.055,4,"hot_low"
"197","24-07-22",11:39:32,"REG2","H10L",1,"hot",10,"low","#1: alpha: 0.129, ETRm: 74.278, Ik: 574.706   (Jassby and Platt 1976)",0.129,74.278,574.706,4,"hot_low"
"198","24-07-22",11:43:35,"REG2","H8H",2,"hot",8,"high","#1: alpha: 0.155, ETRm: 71.206, Ik: 460.753   (Jassby and Platt 1976)",0.155,71.206,460.753,4,"hot_high"
"199","24-07-22",11:48:24,"REG2","H5H",1,"hot",5,"high","#1: alpha: 0.125, ETRm: 50.661, Ik: 405.782   (Jassby and Platt 1976)",0.125,50.661,405.782,4,"hot_high"
"200","24-07-22",12:03:23,"REG2","A5H",1,"ambient",5,"high","#1: alpha: 0.063, ETRm: 32.630, Ik: 519.481   (Jassby and Platt 1976)",0.063,32.63,519.481,4,"ambient_high"
"201","24-07-22",12:12:15,"REG2","A7L",1,"ambient",7,"low","#1: alpha: 0.125, ETRm: 77.299, Ik: 617.399   (Jassby and Platt 1976)",0.125,77.299,617.399,4,"ambient_low"
"202","24-07-22",12:15:47,"REG2","A4C",1,"ambient",4,"control","#1: alpha: 0.102, ETRm: 73.382, Ik: 721.695   (Jassby and Platt 1976)",0.102,73.382,721.695,4,"ambient_control"
"203","24-07-22",12:20:38,"REG2","A3C",1,"ambient",3,"control","#1: alpha: 0.106, ETRm: 93.623, Ik: 883.038   (Jassby and Platt 1976)",0.106,93.623,883.038,4,"ambient_control"
"204","24-07-22",12:24:37,"REG2","A1L",1,"ambient",1,"low","#1: alpha: 0.090, ETRm: 45.237, Ik: 505.312   (Jassby and Platt 1976)",0.09,45.237,505.312,4,"ambient_low"
"205","24-07-22",12:29:01,"REG2","H2C",1,"hot",2,"control","#1: alpha: 0.149, ETRm: 58.088, Ik: 391.087   (Jassby and Platt 1976)",0.149,58.088,391.087,4,"hot_control"
"206","24-07-22",12:33:33,"REG2","H1C",1,"hot",1,"control","#1: alpha: 0.146, ETRm: 99.517, Ik: 680.273   (Jassby and Platt 1976)",0.146,99.517,680.273,4,"hot_control"
"207","24-07-22",12:38:01,"REG2","H3L",1,"hot",3,"low","#1: alpha: 0.102, ETRm: 52.394, Ik: 512.696   (Jassby and Platt 1976)",0.102,52.394,512.696,4,"hot_low"
"208","24-07-22",12:41:40,"REG2","H5L",1,"hot",5,"low","#1: alpha: 0.119, ETRm: 80.860, Ik: 681.298   (Jassby and Platt 1976)",0.119,80.86,681.298,4,"hot_low"
"209","24-07-22",12:46:12,"REG2","H7H",1,"hot",7,"high","#1: alpha: 0.147, ETRm: 84.466, Ik: 573.406   (Jassby and Platt 1976)",0.147,84.466,573.406,4,"hot_high"
"210","24-07-22",12:49:53,"REG2","H2H",1,"hot",2,"high","#1: alpha: 0.124, ETRm: 70.522, Ik: 568.065   (Jassby and Platt 1976)",0.124,70.522,568.065,4,"hot_high"
"211","24-07-22",13:00:51,"REG2","A8H",1,"ambient",8,"high","#1: alpha: 0.092, ETRm: 55.106, Ik: 600.498   (Jassby and Platt 1976)",0.092,55.106,600.498,4,"ambient_high"
"212","24-07-22",13:05:07,"REG2","A10H",1,"ambient",10,"high","#1: alpha: 0.117, ETRm: 81.695, Ik: 697.142   (Jassby and Platt 1976)",0.117,81.695,697.142,4,"ambient_high"
"213","24-07-22",13:09:51,"REG2","A8L",1,"ambient",8,"low","#1: alpha: 0.106, ETRm: 104.886, Ik: 990.046   (Jassby and Platt 1976)",0.106,104.886,990.046,4,"ambient_low"
"214","24-07-22",13:14:05,"REG2","A5L",1,"ambient",5,"low","#1: alpha: 0.107, ETRm: 53.943, Ik: 503.542   (Jassby and Platt 1976)",0.107,53.943,503.542,4,"ambient_low"
"215","24-07-22",13:18:36,"REG2","A2C",1,"ambient",2,"control","#1: alpha: 0.094, ETRm: 75.917, Ik: 809.109   (Jassby and Platt 1976)",0.094,75.917,809.109,4,"ambient_control"
"216","24-07-22",13:23:18,"REG2","A5C",1,"ambient",5,"control","#1: alpha: 0.135, ETRm: 26.216, Ik: 194.224   (Jassby and Platt 1976)",0.135,26.216,194.224,4,"ambient_control"
"217","24-07-22",13:28:35,"REG2","H5C",1,"hot",5,"control","#1: alpha: 0.124, ETRm: 81.147, Ik: 654.886   (Jassby and Platt 1976)",0.124,81.147,654.886,4,"hot_control"
"218","24-07-22",13:33:14,"REG2","H6C",1,"hot",6,"control","#1: alpha: 0.120, ETRm: 78.732, Ik: 654.783   (Jassby and Platt 1976)",0.12,78.732,654.783,4,"hot_control"
"219","24-07-22",14:36:36,"REG2","A4H",1,"ambient",4,"high","#1: alpha: 0.098, ETRm: 25.894, Ik: 264.283   (Jassby and Platt 1976)",0.098,25.894,264.283,4,"ambient_high"
"220","24-07-22",15:15:15,"REG2","A2H",1,"ambient",2,"high","#1: alpha: 0.108, ETRm: 77.819, Ik: 717.455   (Jassby and Platt 1976)",0.108,77.819,717.455,4,"ambient_high"
"221","24-07-22",15:19:26,"REG2","H6H",1,"hot",6,"high","#1: alpha: 0.126, ETRm: 95.681, Ik: 760.096   (Jassby and Platt 1976)",0.126,95.681,760.096,4,"hot_high"
"222","24-07-22",15:23:12,"REG2","H3H",1,"hot",3,"high","#1: alpha: 0.168, ETRm: 62.581, Ik: 371.979   (Jassby and Platt 1976)",0.168,62.581,371.979,4,"hot_high"
"223","24-07-22",15:27:30,"REG2","H2L",1,"hot",2,"low","#1: alpha: 0.137, ETRm: 109.317, Ik: 795.211   (Jassby and Platt 1976)",0.137,109.317,795.211,4,"hot_low"
"224","24-07-22",15:35:42,"REG2","A1C",1,"ambient",1,"control","#1: alpha: 0.101, ETRm: 65.468, Ik: 646.279   (Jassby and Platt 1976)",0.101,65.468,646.279,4,"ambient_control"
"225","24-07-22",15:39:14,"REG2","A9C",1,"ambient",9,"control","#1: alpha: 0.110, ETRm: 34.629, Ik: 313.561   (Jassby and Platt 1976)",0.11,34.629,313.561,4,"ambient_control"
"226","24-07-22",15:42:57,"REG2","A4L",1,"ambient",4,"low","#1: alpha: 0.131, ETRm: 58.778, Ik: 450.320   (Jassby and Platt 1976)",0.131,58.778,450.32,4,"ambient_low"
"227","24-07-22",15:47:06,"REG2","A10L",1,"ambient",10,"low","#1: alpha: 0.095, ETRm: 45.096, Ik: 476.489   (Jassby and Platt 1976)",0.095,45.096,476.489,4,"ambient_low"
"228","24-07-22",15:51:09,"REG2","H4H",1,"hot",4,"high","#1: alpha: 0.151, ETRm: 89.154, Ik: 589.669   (Jassby and Platt 1976)",0.151,89.154,589.669,4,"hot_high"
"229","24-07-22",15:55:06,"REG2","H9H",1,"hot",9,"high","#1: alpha: 0.138, ETRm: 60.969, Ik: 440.964   (Jassby and Platt 1976)",0.138,60.969,440.964,4,"hot_high"
"230","24-07-22",15:59:09,"REG2","H1L",1,"hot",1,"low","#1: alpha: 0.156, ETRm: 68.706, Ik: 440.459   (Jassby and Platt 1976)",0.156,68.706,440.459,4,"hot_low"
"231","24-07-22",16:03:34,"REG2","H7L",2,"hot",7,"low","#1: alpha: 0.153, ETRm: 118.747, Ik: 774.129   (Jassby and Platt 1976)",0.153,118.747,774.129,4,"hot_low"
"232","24-07-22",16:07:47,"REG2","H10C",1,"hot",10,"control","#1: alpha: 0.146, ETRm: 116.800, Ik: 799.887   (Jassby and Platt 1976)",0.146,116.8,799.887,4,"hot_control"
"233","24-07-22",16:12:06,"REG2","H9C",1,"hot",9,"control","#1: alpha: 0.164, ETRm: 91.557, Ik: 557.353   (Jassby and Platt 1976)",0.164,91.557,557.353,4,"hot_control"
