Sync,Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
,24-07-20,10:24:10.871,REG1,,"#1: alpha: 0.151, ETRm: 72.618, Ik: 481.478   ( beta: 0.007, ETRmPot: 87.323 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:24:10.871,REG2,,"#1: alpha: 0.123, ETRm: 71.467, Ik: 578.685   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:24:12.270,FO,14,467,940,0,0.503,0.0,0,0.84,0,0,0,0,0,0,467,940,0.503
,24-07-20,10:24:22.385,F,15,561,947,44,0.408,7.5,457,0.84,0.788,-0.036,0.642,-0.007,0.597,-0.005,467,940,0.503
,24-07-20,10:24:32.509,F,16,593,982,80,0.396,13.3,453,0.84,0.735,-0.118,0.561,-0.043,0.631,-0.027,467,940,0.503
,24-07-20,10:24:42.627,F,17,601,930,116,0.354,17.2,430,0.84,0.658,-0.057,0.471,0.011,0.639,0.007,467,940,0.503
,24-07-20,10:24:52.744,F,18,609,923,161,0.340,23.0,450,0.84,0.664,0.000,0.491,0.018,0.648,0.012,467,940,0.503
,24-07-20,10:25:02.798,F,19,634,922,223,0.312,29.2,456,0.84,0.618,0.015,0.444,0.020,0.674,0.014,467,940,0.503
,24-07-20,10:25:12.984,F,20,704,946,337,0.256,36.2,437,0.84,0.475,-0.076,0.295,-0.006,0.749,-0.005,467,940,0.503
,24-07-20,10:25:23.111,F,21,701,889,505,0.211,44.8,408,0.84,0.391,-0.017,0.228,0.057,0.746,0.043,467,940,0.503
,24-07-20,10:25:33.225,F,22,702,870,744,0.193,60.3,452,0.84,0.402,0.116,0.259,0.080,0.747,0.060,467,940,0.503
,24-07-20,10:25:43.343,F,23,814,954,1114,0.147,68.8,453,0.84,0.279,-0.059,0.155,-0.015,0.866,-0.013,467,940,0.503
,24-07-20,10:25:53.467,F,24,805,912,1456,0.117,71.5,440,0.84,0.227,0.002,0.124,0.031,0.856,0.027,467,940,0.503
,24-07-20,10:26:03.581,F,25,816,894,2037,0.087,74.4,450,0.84,0.176,0.061,0.097,0.051,0.868,0.045,467,940,0.503
LCE,24-07-20,10:26:13.701,F,26,841,897,2657,0.062,69.2,443,0.84,0.123,0.040,0.065,0.048,0.895,0.043,467,940,0.503
,24-07-20,10:27:55.270,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.008, ETRmPot: 35.191 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:27:55.270,REG2,,"#1: alpha: 0.089, ETRm: 56.553, Ik: 637.793   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:27:56.664,FO,27,292,506,0,0.423,0.0,0,0.84,0,0,0,0,0,0,292,506,0.423
,24-07-20,10:28:06.789,F,28,340,507,44,0.329,6.1,257,0.84,0.668,-0.168,0.505,-0.002,0.672,-0.001,292,506,0.423
,24-07-20,10:28:16.903,F,29,324,482,80,0.328,11.0,249,0.84,0.678,-0.089,0.521,0.050,0.640,0.032,292,506,0.423
,24-07-20,10:28:26.959,F,30,329,476,116,0.309,15.1,257,0.84,0.671,-0.023,0.524,0.063,0.650,0.041,292,506,0.423
,24-07-20,10:28:37.075,F,31,356,512,161,0.305,20.6,287,0.84,0.693,-0.051,0.559,-0.012,0.704,-0.009,292,506,0.423
,24-07-20,10:28:47.284,F,32,464,658,222,0.295,27.5,356,0.84,0.642,-0.411,0.493,-0.231,0.917,-0.212,292,506,0.423
,24-07-20,10:28:57.400,F,33,592,750,337,0.211,29.9,363,0.84,0.408,-0.808,0.250,-0.325,1.170,-0.381,292,506,0.423
,24-07-20,10:29:07.529,F,34,602,716,505,0.159,33.7,333,0.84,0.298,-0.790,0.165,-0.293,1.190,-0.349,292,506,0.423
,24-07-20,10:29:17.646,F,35,582,665,743,0.125,39.0,325,0.84,0.244,-0.589,0.136,-0.239,1.150,-0.275,292,506,0.423
,24-07-20,10:29:27.760,F,36,551,606,1114,0.091,42.6,299,0.84,0.179,-0.435,0.097,-0.165,1.089,-0.180,292,506,0.423
,24-07-20,10:29:37.886,F,37,527,574,1455,0.082,50.1,301,0.84,0.172,-0.276,0.098,-0.118,1.042,-0.124,292,506,0.423
,24-07-20,10:29:48.000,F,38,577,628,2035,0.081,69.2,332,0.84,0.172,-0.383,0.099,-0.194,1.140,-0.221,292,506,0.423
LCE,24-07-20,10:29:58.125,F,39,642,679,2654,0.054,60.2,330,0.84,0.106,-0.631,0.054,-0.255,1.269,-0.323,292,506,0.423
,24-07-20,10:32:24.340,REG1,,"#1: alpha: 0.174, ETRm: 60.270, Ik: 347.233   ( beta: 3.185, ETRmPot: 3087.607 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:32:24.340,REG2,,"#1: alpha: 0.176, ETRm: 47.603, Ik: 270.899   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:32:25.794,FO,40,680,1335,0,0.491,0.0,0,0.84,0,0,0,0,0,0,680,1335,0.491
,24-07-20,10:32:35.915,F,41,858,1450,44,0.408,7.5,701,0.84,0.790,-0.144,0.645,-0.079,0.643,-0.051,680,1335,0.491
,24-07-20,10:32:46.034,F,42,886,1492,80,0.406,13.6,706,0.84,0.771,-0.200,0.614,-0.105,0.664,-0.070,680,1335,0.491
,24-07-20,10:32:56.152,F,43,913,1497,116,0.390,19.0,700,0.84,0.733,-0.217,0.562,-0.108,0.684,-0.074,680,1335,0.491
,24-07-20,10:33:06.269,F,44,949,1513,161,0.373,25.2,702,0.84,0.695,-0.238,0.514,-0.118,0.711,-0.084,680,1335,0.491
,24-07-20,10:33:16.389,F,45,996,1500,222,0.336,31.3,697,0.84,0.628,-0.226,0.439,-0.110,0.746,-0.082,680,1335,0.491
,24-07-20,10:33:26.515,F,46,1055,1459,337,0.277,39.2,674,0.84,0.515,-0.198,0.329,-0.085,0.790,-0.067,680,1335,0.491
,24-07-20,10:33:36.626,F,47,1082,1403,505,0.229,48.6,675,0.84,0.441,-0.111,0.275,-0.048,0.810,-0.039,680,1335,0.491
,24-07-20,10:33:46.752,F,48,1161,1411,744,0.177,55.3,687,0.84,0.345,-0.105,0.204,-0.054,0.870,-0.047,680,1335,0.491
,24-07-20,10:33:56.868,F,49,1220,1382,1114,0.117,54.7,661,0.84,0.225,-0.101,0.122,-0.034,0.914,-0.031,680,1335,0.491
,24-07-20,10:34:06.986,F,50,1201,1333,1455,0.099,60.5,673,0.84,0.200,-0.008,0.112,0.002,0.900,0.001,680,1335,0.491
,24-07-20,10:34:17.104,F,51,1281,1388,2036,0.077,65.8,702,0.84,0.156,-0.047,0.085,-0.038,0.960,-0.037,680,1335,0.491
LCE,24-07-20,10:34:27.231,F,52,1357,1357,2656,0.000,0.0,675,0.84,0.000,-0.041,0.000,-0.016,1.016,-0.016,680,1335,0.491
,24-07-20,10:36:14.328,REG1,,"#1: alpha: 0.180, ETRm: 59.431, Ik: 331.045   ( beta: 0.001, ETRmPot: 61.727 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:36:14.328,REG2,,"#1: alpha: 0.142, ETRm: 58.412, Ik: 411.320   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:36:15.731,FO,53,574,1138,0,0.496,0.0,0,0.84,0,0,0,0,0,0,574,1138,0.496
,24-07-20,10:36:25.847,F,54,761,1269,44,0.400,7.4,604,0.84,0.764,-0.179,0.606,-0.103,0.669,-0.069,574,1138,0.496
,24-07-20,10:36:35.969,F,55,775,1282,80,0.395,13.3,611,0.84,0.756,-0.190,0.596,-0.112,0.681,-0.076,574,1138,0.496
,24-07-20,10:36:46.086,F,56,824,1322,117,0.377,18.5,632,0.84,0.722,-0.223,0.554,-0.139,0.724,-0.101,574,1138,0.496
,24-07-20,10:36:56.210,F,57,871,1341,161,0.350,23.7,639,0.84,0.670,-0.245,0.492,-0.151,0.765,-0.115,574,1138,0.496
,24-07-20,10:37:06.332,F,58,918,1346,223,0.318,29.8,652,0.84,0.617,-0.230,0.438,-0.155,0.807,-0.125,574,1138,0.496
,24-07-20,10:37:16.451,F,59,992,1359,337,0.270,38.2,663,0.84,0.527,-0.234,0.352,-0.163,0.872,-0.142,574,1138,0.496
,24-07-20,10:37:26.566,F,60,1078,1377,505,0.217,46.0,670,0.84,0.423,-0.254,0.263,-0.174,0.947,-0.164,574,1138,0.496
,24-07-20,10:37:36.690,F,61,1145,1376,744,0.168,52.5,674,0.84,0.329,-0.245,0.194,-0.173,1.006,-0.174,574,1138,0.496
,24-07-20,10:37:46.805,F,62,1200,1371,1114,0.125,58.5,677,0.84,0.246,-0.230,0.139,-0.170,1.054,-0.179,574,1138,0.496
,24-07-20,10:37:56.931,F,63,1227,1362,1455,0.099,60.5,677,0.84,0.197,-0.215,0.109,-0.164,1.078,-0.177,574,1138,0.496
,24-07-20,10:38:07.047,F,64,1254,1348,2036,0.070,59.9,672,0.84,0.139,-0.199,0.074,-0.156,1.102,-0.172,574,1138,0.496
LCE,24-07-20,10:38:17.163,F,65,1248,1317,2655,0.052,58.0,671,0.84,0.107,-0.145,0.058,-0.136,1.097,-0.149,574,1138,0.496
,24-07-20,10:40:23.486,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 44.397 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:40:23.486,REG2,,"#1: alpha: 0.091, ETRm: 51.614, Ik: 568.158   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:40:24.873,FO,66,231,391,0,0.409,0.0,0,0.84,0,0,0,0,0,0,231,391,0.409
,24-07-20,10:40:34.940,F,67,253,363,44,0.303,5.6,196,0.84,0.659,-0.044,0.511,0.077,0.647,0.050,231,391,0.409
,24-07-20,10:40:45.118,F,68,246,352,80,0.301,10.1,204,0.84,0.716,0.075,0.594,0.111,0.629,0.070,231,391,0.409
,24-07-20,10:40:55.240,F,69,276,389,116,0.290,14.1,222,0.84,0.677,-0.044,0.545,0.005,0.706,0.004,231,391,0.409
,24-07-20,10:41:05.358,F,70,315,433,161,0.273,18.5,237,0.84,0.602,-0.225,0.453,-0.097,0.806,-0.079,231,391,0.409
,24-07-20,10:41:15.473,F,71,341,444,222,0.232,21.6,239,0.84,0.502,-0.281,0.352,-0.119,0.872,-0.104,231,391,0.409
,24-07-20,10:41:25.591,F,72,355,440,337,0.193,27.3,235,0.84,0.415,-0.281,0.275,-0.111,0.908,-0.101,231,391,0.409
,24-07-20,10:41:35.712,F,73,363,430,505,0.156,33.1,230,0.84,0.335,-0.250,0.212,-0.091,0.928,-0.084,231,391,0.409
,24-07-20,10:41:45.838,F,74,362,415,743,0.128,39.9,226,0.84,0.280,-0.181,0.175,-0.058,0.926,-0.054,231,391,0.409
,24-07-20,10:41:55.955,F,75,363,408,1113,0.110,51.4,230,0.84,0.253,-0.113,0.160,-0.042,0.928,-0.038,231,391,0.409
,24-07-20,10:42:06.075,F,76,367,397,1454,0.076,46.4,220,0.84,0.169,-0.106,0.101,-0.015,0.939,-0.015,231,391,0.409
,24-07-20,10:42:16.191,F,77,367,392,2035,0.064,54.7,217,0.84,0.143,-0.094,0.085,-0.003,0.939,-0.003,231,391,0.409
LCE,24-07-20,10:42:26.297,F,78,366,385,2653,0.049,54.6,215,0.84,0.112,-0.063,0.066,0.016,0.936,0.015,231,391,0.409
,24-07-20,10:44:39.648,REG1,,"#1: alpha: 0.199, ETRm: 49.663, Ik: 249.563   ( beta: 0.008, ETRmPot: 59.117 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:44:39.648,REG2,,"#1: alpha: 0.171, ETRm: 46.255, Ik: 270.844   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:44:41.046,FO,79,244,452,0,0.460,0.0,0,0.84,0,0,0,0,0,0,244,452,0.460
,24-07-20,10:44:51.293,F,80,284,492,44,0.423,7.8,257,0.84,0.885,-0.130,0.801,-0.081,0.628,-0.051,244,452,0.460
,24-07-20,10:45:01.281,F,81,304,525,80,0.421,14.1,265,0.84,0.850,-0.250,0.741,-0.139,0.673,-0.094,244,452,0.460
,24-07-20,10:45:11.401,F,82,326,545,116,0.402,19.6,273,0.84,0.805,-0.308,0.674,-0.171,0.721,-0.123,244,452,0.460
,24-07-20,10:45:21.524,F,83,350,557,161,0.372,25.2,280,0.84,0.747,-0.332,0.598,-0.189,0.774,-0.146,244,452,0.460
,24-07-20,10:45:31.640,F,84,379,563,222,0.327,30.5,288,0.84,0.669,-0.322,0.508,-0.197,0.838,-0.165,244,452,0.460
,24-07-20,10:45:41.766,F,85,423,576,337,0.266,37.6,300,0.84,0.554,-0.327,0.393,-0.215,0.936,-0.202,244,452,0.460
,24-07-20,10:45:51.880,F,86,467,587,505,0.204,43.3,309,0.84,0.432,-0.337,0.286,-0.230,1.033,-0.237,244,452,0.460
,24-07-20,10:46:02.005,F,87,507,602,743,0.158,49.3,313,0.84,0.329,-0.389,0.203,-0.249,1.122,-0.280,244,452,0.460
,24-07-20,10:46:12.123,F,88,544,607,1113,0.104,48.6,314,0.84,0.215,-0.409,0.124,-0.255,1.204,-0.308,244,452,0.460
,24-07-20,10:46:22.238,F,89,561,611,1454,0.082,50.1,316,0.84,0.169,-0.418,0.095,-0.260,1.241,-0.323,244,452,0.460
,24-07-20,10:46:32.306,F,90,578,610,2035,0.052,44.4,316,0.84,0.109,-0.413,0.060,-0.259,1.279,-0.331,244,452,0.460
LCE,24-07-20,10:46:42.481,F,91,584,606,2654,0.036,40.1,319,0.84,0.077,-0.380,0.042,-0.254,1.292,-0.328,244,452,0.460
,24-07-20,10:48:07.856,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.009, ETRmPot: 23.854 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:48:07.856,REG2,,"#1: alpha: 0.057, ETRm: 52.151, Ik: 921.123   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:48:09.251,FO,92,427,759,0,0.437,0.0,0,0.84,0,0,0,0,0,0,427,759,0.437
,24-07-20,10:48:19.377,F,93,568,839,44,0.323,6.0,450,0.84,0.697,-0.172,0.552,-0.095,0.748,-0.071,427,759,0.437
,24-07-20,10:48:29.495,F,94,552,798,80,0.308,10.3,470,0.84,0.750,0.012,0.639,-0.049,0.727,-0.035,427,759,0.437
,24-07-20,10:48:39.564,F,95,660,918,116,0.281,13.7,469,0.84,0.575,-0.352,0.409,-0.173,0.870,-0.151,427,759,0.437
,24-07-20,10:48:49.728,F,96,646,841,161,0.232,15.7,450,0.84,0.499,-0.178,0.348,-0.098,0.851,-0.083,427,759,0.437
,24-07-20,10:48:59.873,F,97,660,855,222,0.228,21.3,461,0.84,0.495,-0.187,0.346,-0.112,0.870,-0.098,427,759,0.437
,24-07-20,10:49:09.988,F,98,669,804,337,0.168,23.8,462,0.84,0.395,-0.030,0.273,-0.056,0.881,-0.049,427,759,0.437
,24-07-20,10:49:20.113,F,99,734,847,505,0.133,28.2,467,0.84,0.297,-0.145,0.189,-0.104,0.967,-0.100,427,759,0.437
,24-07-20,10:49:30.158,F,100,771,849,743,0.092,28.7,469,0.84,0.205,-0.145,0.125,-0.106,1.016,-0.108,427,759,0.437
,24-07-20,10:49:40.351,F,101,774,834,1113,0.072,33.7,441,0.84,0.153,-0.184,0.087,-0.090,1.020,-0.092,427,759,0.437
,24-07-20,10:49:50.426,F,102,736,789,1454,0.067,40.9,441,0.84,0.152,-0.048,0.091,-0.038,0.970,-0.037,427,759,0.437
,24-07-20,10:50:00.591,F,103,717,766,2034,0.064,54.7,448,0.84,0.154,0.042,0.096,-0.009,0.945,-0.009,427,759,0.437
LCE,24-07-20,10:50:10.706,F,104,780,824,2654,0.053,59.1,441,0.84,0.115,-0.154,0.065,-0.079,1.028,-0.081,427,759,0.437
,24-07-20,10:52:56.534,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 79.614 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:52:56.534,REG2,,"#1: alpha: 0.159, ETRm: 100.557, Ik: 630.804   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:52:57.930,FO,105,172,361,0,0.524,0.0,0,0.84,0,0,0,0,0,0,172,361,0.524
,24-07-20,10:53:08.045,F,106,194,389,44,0.501,9.3,173,0.84,0.903,-0.143,0.805,-0.072,0.537,-0.038,172,361,0.524
,24-07-20,10:53:18.170,F,107,208,407,80,0.489,16.4,181,0.84,0.881,-0.196,0.767,-0.113,0.576,-0.065,172,361,0.524
,24-07-20,10:53:28.283,F,108,222,423,116,0.475,23.1,186,0.84,0.848,-0.254,0.710,-0.147,0.615,-0.090,172,361,0.524
,24-07-20,10:53:38.408,F,109,241,438,161,0.450,30.4,191,0.84,0.798,-0.307,0.632,-0.176,0.668,-0.118,172,361,0.524
,24-07-20,10:53:48.524,F,110,255,436,222,0.415,38.7,191,0.84,0.739,-0.296,0.554,-0.172,0.706,-0.121,172,361,0.524
,24-07-20,10:53:58.650,F,111,278,432,337,0.356,50.4,191,0.84,0.639,-0.275,0.439,-0.164,0.770,-0.126,172,361,0.524
,24-07-20,10:54:08.769,F,112,303,437,505,0.307,65.1,194,0.84,0.551,-0.286,0.353,-0.174,0.839,-0.146,172,361,0.524
,24-07-20,10:54:18.886,F,113,326,434,743,0.249,77.7,195,0.84,0.452,-0.265,0.270,-0.168,0.903,-0.152,172,361,0.524
,24-07-20,10:54:29.008,F,114,349,428,1113,0.185,86.5,194,0.84,0.338,-0.238,0.188,-0.157,0.967,-0.152,172,361,0.524
,24-07-20,10:54:39.124,F,115,358,423,1454,0.154,94.0,192,0.84,0.281,-0.222,0.151,-0.147,0.992,-0.146,172,361,0.524
,24-07-20,10:54:49.178,F,116,364,414,2035,0.121,103.4,187,0.84,0.220,-0.201,0.113,-0.128,1.008,-0.129,172,361,0.524
LCE,24-07-20,10:54:59.364,F,117,366,406,2653,0.099,110.3,191,0.84,0.186,-0.138,0.097,-0.111,1.014,-0.113,172,361,0.524
,24-07-20,10:56:28.324,REG1,,"#1: alpha: 0.165, ETRm: 64.613, Ik: 392.446   ( beta: 0.001, ETRmPot: 66.789 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,10:56:28.324,REG2,,"#1: alpha: 0.130, ETRm: 63.499, Ik: 488.660   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,10:56:29.711,FO,118,567,1090,0,0.480,0.0,0,0.84,0,0,0,0,0,0,567,1090,0.480
,24-07-20,10:56:39.839,F,119,681,1088,44,0.374,6.9,531,0.84,0.731,-0.065,0.570,0.002,0.625,0.001,567,1090,0.480
,24-07-20,10:56:49.953,F,120,698,1095,80,0.363,12.2,537,0.84,0.711,-0.067,0.547,-0.005,0.640,-0.003,567,1090,0.480
,24-07-20,10:57:00.079,F,121,728,1100,116,0.338,16.5,539,0.84,0.663,-0.073,0.491,-0.009,0.668,-0.006,567,1090,0.480
,24-07-20,10:57:10.196,F,122,743,1093,161,0.320,21.6,543,0.84,0.636,-0.052,0.465,-0.003,0.682,-0.002,567,1090,0.480
,24-07-20,10:57:20.319,F,123,766,1104,222,0.306,28.5,552,0.84,0.612,-0.055,0.441,-0.013,0.703,-0.009,567,1090,0.480
,24-07-20,10:57:30.432,F,124,805,1095,337,0.265,37.5,544,0.84,0.526,-0.054,0.355,-0.005,0.739,-0.004,567,1090,0.480
,24-07-20,10:57:40.549,F,125,827,1061,505,0.221,46.9,538,0.84,0.447,0.000,0.291,0.027,0.759,0.020,567,1090,0.480
,24-07-20,10:57:50.673,F,126,860,1046,743,0.178,55.5,531,0.84,0.361,0.015,0.223,0.042,0.789,0.033,567,1090,0.480
,24-07-20,10:58:00.788,F,127,889,1024,1113,0.132,61.7,522,0.84,0.269,0.040,0.158,0.064,0.816,0.052,567,1090,0.480
,24-07-20,10:58:10.915,F,128,887,991,1454,0.105,64.1,510,0.84,0.216,0.080,0.124,0.100,0.814,0.081,567,1090,0.480
,24-07-20,10:58:21.030,F,129,885,957,2034,0.075,64.1,500,0.84,0.158,0.126,0.089,0.139,0.812,0.113,567,1090,0.480
LCE,24-07-20,10:58:31.143,F,130,874,928,2653,0.058,64.6,492,0.84,0.124,0.166,0.070,0.175,0.802,0.140,567,1090,0.480
,24-07-20,11:00:30.694,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 71.025 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,11:00:30.694,REG2,,"#1: alpha: 0.134, ETRm: 71.030, Ik: 529.706   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,11:00:32.081,FO,131,519,980,0,0.470,0.0,0,0.84,0,0,0,0,0,0,519,980,0.470
,24-07-20,11:00:42.207,F,132,578,966,44,0.402,7.4,481,0.84,0.800,-0.052,0.666,0.014,0.590,0.008,519,980,0.470
,24-07-20,11:00:52.322,F,133,608,1001,80,0.393,13.2,486,0.84,0.763,-0.117,0.610,-0.021,0.620,-0.013,519,980,0.470
,24-07-20,11:01:02.441,F,134,620,1014,116,0.389,19.0,500,0.84,0.767,-0.115,0.619,-0.034,0.633,-0.022,519,980,0.470
,24-07-20,11:01:12.558,F,135,647,1011,161,0.360,24.3,490,0.84,0.699,-0.130,0.529,-0.031,0.660,-0.020,519,980,0.470
,24-07-20,11:01:22.681,F,136,659,978,222,0.326,30.4,481,0.84,0.642,-0.078,0.469,0.002,0.672,0.002,519,980,0.470
,24-07-20,11:01:32.804,F,137,686,950,337,0.278,39.3,470,0.84,0.550,-0.041,0.377,0.032,0.700,0.022,519,980,0.470
,24-07-20,11:01:42.919,F,138,702,917,505,0.234,49.6,462,0.84,0.473,0.013,0.311,0.069,0.716,0.050,519,980,0.470
,24-07-20,11:01:53.044,F,139,716,882,743,0.188,58.7,448,0.84,0.382,0.059,0.239,0.111,0.731,0.081,519,980,0.470
,24-07-20,11:02:03.158,F,140,731,854,1112,0.144,67.3,439,0.84,0.296,0.100,0.178,0.148,0.746,0.110,519,980,0.470
,24-07-20,11:02:13.275,F,141,727,823,1452,0.117,71.4,428,0.84,0.243,0.143,0.143,0.191,0.742,0.141,519,980,0.470
,24-07-20,11:02:23.400,F,142,731,800,2033,0.086,73.4,419,0.84,0.181,0.174,0.104,0.225,0.746,0.168,519,980,0.470
LCE,24-07-20,11:02:33.514,F,143,729,780,2651,0.065,72.4,414,0.84,0.139,0.206,0.079,0.256,0.744,0.191,519,980,0.470
,24-07-20,11:04:55.999,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 96.979 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
,24-07-20,11:04:55.999,REG2,,"#1: alpha: 0.133, ETRm: 119.986, Ik: 899.173   (Jassby and Platt 1976)",,,,,,,,,,,,,,,
LCS,24-07-20,11:04:57.389,FO,144,356,678,0,0.475,0.0,0,0.84,0,0,0,0,0,0,356,678,0.475
,24-07-20,11:05:07.513,F,145,389,677,44,0.425,7.9,313,0.84,0.791,-0.130,0.636,0.001,0.574,0.001,356,678,0.475
,24-07-20,11:05:17.628,F,146,374,654,80,0.428,14.4,309,0.84,0.812,-0.071,0.671,0.037,0.552,0.020,356,678,0.475
,24-07-20,11:05:27.745,F,147,382,653,116,0.415,20.2,311,0.84,0.792,-0.062,0.645,0.038,0.563,0.022,356,678,0.475
,24-07-20,11:05:37.866,F,148,398,656,161,0.393,26.6,313,0.84,0.752,-0.065,0.591,0.034,0.587,0.020,356,678,0.475
,24-07-20,11:05:47.989,F,149,401,645,222,0.378,35.2,303,0.84,0.713,-0.062,0.539,0.051,0.591,0.031,356,678,0.475
,24-07-20,11:05:58.105,F,150,419,633,337,0.338,47.8,301,0.84,0.645,-0.031,0.463,0.071,0.618,0.044,356,678,0.475
,24-07-20,11:06:08.178,F,151,437,618,505,0.293,62.1,288,0.84,0.548,-0.025,0.361,0.097,0.645,0.062,356,678,0.475
,24-07-20,11:06:18.298,F,152,451,597,743,0.245,76.5,285,0.84,0.468,0.031,0.296,0.136,0.665,0.090,356,678,0.475
,24-07-20,11:06:28.471,F,153,467,583,1111,0.199,92.9,277,0.84,0.379,0.050,0.225,0.163,0.689,0.112,356,678,0.475
,24-07-20,11:06:38.590,F,154,480,585,1453,0.179,109.2,280,0.84,0.344,0.053,0.201,0.159,0.708,0.113,356,678,0.475
,24-07-20,11:06:48.710,F,155,498,577,2033,0.137,117.0,269,0.84,0.256,0.043,0.138,0.175,0.735,0.128,356,678,0.475
LCE,24-07-20,11:06:58.826,F,156,486,548,2654,0.113,126.0,264,0.84,0.218,0.118,0.118,0.237,0.717,0.170,356,678,0.475
,24-07-20,11:09:16.043,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 29.152 )   (Platt et al. 1980)",,,,,,,,,,,,,,,
